Longitude,Latitude,Pixel,Scan
23.7902124,-6.5854444,100,5800
23.9595596,-6.59097939,150,5800
24.1289228,-6.59650011,200,5800
24.2949734,-6.60189844,249,5800
23.4488199,-6.70543848,0,5850
23.6183519,-6.71100797,50,5850
23.7877767,-6.7165581,100,5850
23.957156,-6.72209084,150,5850
24.1265511,-6.72760816,200,5850
24.2926328,-6.73300205,249,5850
23.446309,-6.83659358,0,5900
23.615874,-6.84216269,50,5900
23.7853318,-6.84771128,100,5900
23.9547438,-6.85324135,150,5900
24.1241714,-6.85875486,200,5900
24.290285,-6.8641439,249,5900
23.4439078,-6.96766489,0,5950
23.6135056,-6.97323037,50,5950
23.7829964,-6.97877419,100,5950
23.9524415,-6.98429835,150,5950
24.1219024,-6.98980481,200,5950
24.2880487,-6.99518582,249,5950
23.4414867,-7.0987801,0,6000
23.611118,-7.10435023,50,6000
23.7806423,-7.10989756,100,6000
23.9501211,-7.1154241,150,6000
24.1196159,-7.12093179,200,6000
24.2857955,-7.12631292,249,6000
23.4390081,-7.22988039,0,6050
23.6086743,-7.23544391,50,6050
23.7782333,-7.2409835,100,6050
23.9477467,-7.24650113,150,6050
24.1172759,-7.25199877,200,6050
24.2834891,-7.25736892,249,6050
23.4365739,-7.36101137,0,6100
23.6062753,-7.36657276,50,6100
23.7758695,-7.37210906,100,6100
23.9454181,-7.37762227,150,6100
24.1149825,-7.38311435,200,6100
24.2812301,-7.38847794,249,6100
23.43419,-7.49209038,0,6150
23.6039267,-7.49764792,50,6150
23.7735565,-7.50317925,100,6150
23.9431407,-7.50868634,150,6150
24.1127408,-7.51417115,200,6150
24.2790237,-7.51952651,249,6150
23.4317719,-7.62313123,0,6200
23.6015449,-7.62868457,50,6200
23.7712107,-7.63421053,100,6200
23.9408311,-7.63971111,150,6200
24.1104674,-7.64518825,200,6200
24.2767857,-7.65053497,249,6200
23.4294458,-7.75417634,0,6250
23.5992551,-7.75972332,50,6250
23.7689575,-7.76524177,100,6250
23.9386147,-7.7707337,150,6250
24.1082881,-7.77620105,200,6250
24.274643,-7.78153704,249,6250
23.4270265,-7.88530777,0,6300
23.5968735,-7.89085312,50,6300
23.7666137,-7.8963688,100,6300
23.9363086,-7.90185681,150,6300
24.1060196,-7.90731909,200,6300
24.2724114,-7.91264902,249,6300
23.4246055,-8.01647762,0,6350
23.5944911,-8.02202131,50,6350
23.7642698,-8.02753421,100,6350
23.9340031,-8.0330183,150,6350
24.1037526,-8.03847552,200,6350
24.270182,-8.04379936,249,6350
23.4222886,-8.14749181,0,6400
23.5922124,-8.15302872,50,6400
23.7620294,-8.15853369,100,6400
23.9318013,-8.16400869,150,6400
24.1015896,-8.16945567,200,6400
24.2680573,-8.17476837,249,6400
23.4199085,-8.27861846,0,6450
23.5898718,-8.28415304,50,6450
23.7597284,-8.28965454,100,6450
23.9295398,-8.29512492,150,6450
24.0993677,-8.30056615,200,6450
24.2658743,-8.30587209,249,6450
23.4175623,-8.40972562,0,6500
23.5875654,-8.4152575,50,6500
23.757462,-8.42075514,100,6500
23.9273136,-8.42622054,150,6500
24.0971818,-8.43165563,200,6500
24.2637279,-8.43695444,249,6500
23.4152827,-8.54074482,0,6550
23.5853258,-8.54626959,50,6550
23.7552626,-8.55175899,100,6550
23.9251547,-8.55721498,150,6550
24.0950637,-8.56263952,200,6550
24.2616501,-8.56792687,249,6550
23.4128119,-8.67197637,0,6600
23.5828973,-8.67750574,50,6600
23.7528761,-8.68299859,100,6600
23.92281,-8.6884569,150,6600
24.0927604,-8.6938826,200,6600
24.2593872,-8.69916999,249,6600
23.4105332,-8.80298967,0,6650
23.5806599,-8.80851151,50,6650
23.7506802,-8.81399567,100,6650
23.9206559,-8.81944415,150,6650
24.0906483,-8.82485887,200,6650
24.2573165,-8.83013437,249,6650
23.4081995,-8.93410062,0,6700
23.5783688,-8.93961891,50,6700
