Longitude,Latitude,Pixel,Scan
338.968299,-16.1854167,150,5600
338.8442,-16.1849105,200,5600
338.72255,-16.1843238,249,5600
339.340244,-16.0494316,0,5650
339.216189,-16.049204,50,5650
339.092194,-16.0488839,100,5650
338.968228,-16.0484714,150,5650
338.844258,-16.0479662,200,5650
338.722736,-16.0473812,249,5650
339.339789,-15.9124848,0,5700
339.215863,-15.9122561,50,5700
339.091996,-15.9119357,100,5700
338.968158,-15.9115234,150,5700
338.844318,-15.9110194,200,5700
338.722921,-15.9104361,249,5700
339.339328,-15.7755317,0,5750
339.215529,-15.775302,50,5750
339.09179,-15.7749812,100,5750
338.96808,-15.7745693,150,5750
338.844366,-15.7740663,200,5750
338.723095,-15.7734847,249,5750
339.338867,-15.6385765,0,5800
339.215195,-15.6383457,50,5800
339.091583,-15.6380244,100,5800
338.967999,-15.6376129,150,5800
338.844412,-15.6371108,200,5800
338.723264,-15.6365309,249,5800
339.338403,-15.5016218,0,5850
339.214857,-15.5013901,50,5850
339.09137,-15.5010687,100,5850
338.967912,-15.5006576,150,5850
338.844451,-15.5001568,200,5850
338.723426,-15.4995787,249,5850
339.337941,-15.3646527,0,5900
339.21452,-15.36442,50,5900
339.091158,-15.3640983,100,5900
338.967824,-15.3636877,150,5900
338.844488,-15.363188,200,5900
338.723585,-15.3626117,249,5900
339.337484,-15.2276828,0,5950
339.214187,-15.2274491,50,5950
339.090948,-15.227127,100,5950
338.967739,-15.2267168,150,5950
338.844526,-15.2262181,200,5950
338.723744,-15.2256436,249,5950
339.337029,-15.0906949,0,6000
339.213854,-15.0904602,50,6000
339.090738,-15.0901378,100,6000
338.967651,-15.0897279,150,6000
338.844561,-15.0892304,200,6000
338.7239,-15.0886575,249,6000
339.336571,-14.9537158,0,6050
339.213518,-14.9534798,50,6050
339.090524,-14.953157,100,6050
338.967559,-14.9527473,150,6050
338.84459,-14.9522506,200,6050
338.724048,-14.9516793,249,6050
339.336123,-14.8167364,0,6100
339.213191,-14.8164992,50,6100
339.090318,-14.8161758,100,6100
338.967473,-14.8157662,150,6100
338.844626,-14.8152703,200,6100
338.724202,-14.8147005,249,6100
339.335676,-14.6797444,0,6150
339.212864,-14.6795061,50,6150
339.090111,-14.6791823,100,6150
338.967386,-14.6787729,150,6150
338.844658,-14.678278,200,6150
338.724352,-14.6777098,249,6150
339.335233,-14.5427485,0,6200
339.21254,-14.5425089,50,6200
339.089905,-14.5421845,100,6200
338.967299,-14.5417752,150,6200
