Longitude,Latitude,Pixel,Scan
342.178289,-19.6534863,150,4300
342.053356,-19.6531778,200,4300
341.93094,-19.6527952,249,4300
342.553056,-19.5168772,0,4350
342.428034,-19.5168158,50,4350
342.303123,-19.5166721,100,4350
342.178292,-19.5164463,150,4350
342.05351,-19.5161384,200,4350
341.93124,-19.515757,249,4350
342.552613,-19.3798422,0,4400
342.427741,-19.3797792,50,4400
342.302979,-19.3796345,100,4400
342.178297,-19.3794084,150,4400
342.053663,-19.379101,200,4400
341.931539,-19.3787207,249,4400
342.552169,-19.2427987,0,4450
342.427444,-19.2427342,50,4450
342.30283,-19.2425888,100,4450
342.178296,-19.2423627,150,4450
342.05381,-19.242056,200,4450
341.93183,-19.2416772,249,4450
342.551731,-19.1057406,0,4500
342.427153,-19.1056746,50,4500
342.302686,-19.1055285,100,4500
342.178298,-19.1053025,150,4500
342.053958,-19.1049964,200,4500
341.932123,-19.1046189,249,4500
342.551299,-18.9686807,0,4550
342.426867,-18.9686133,50,4550
342.302545,-18.9684665,100,4550
342.178303,-18.9682404,150,4550
342.054109,-18.967935,200,4550
341.932416,-18.9675589,249,4550
342.550869,-18.8316187,0,4600
342.426582,-18.8315499,50,4600
342.302404,-18.8314023,100,4600
342.178307,-18.8311762,150,4600
342.054258,-18.8308715,200,4600
341.932707,-18.8304967,249,4600
342.550435,-18.6945497,0,4650
342.426291,-18.6944794,50,4650
342.302257,-18.694331,100,4650
342.178303,-18.6941047,150,4650
342.054397,-18.6938006,200,4650
341.932987,-18.693427,249,4650
342.550004,-18.5574807,0,4700
342.426003,-18.557409,50,4700
342.302112,-18.5572601,100,4700
342.1783,-18.5570339,150,4700
342.054536,-18.5567305,200,4700
341.933266,-18.5563585,249,4700
342.549578,-18.4204152,0,4750
342.425718,-18.4203423,50,4750
342.301968,-18.4201928,100,4750
342.178298,-18.4199667,150,4750
342.054676,-18.4196642,200,4750
341.933544,-18.4192937,249,4750
342.549149,-18.2833372,0,4800
342.42543,-18.2832628,50,4800
342.30182,-18.2831126,100,4800
342.17829,-18.2828865,150,4800
342.054809,-18.2825847,200,4800
341.933814,-18.2822154,249,4800
342.548725,-18.1462579,0,4850
342.425145,-18.1461819,50,4850
342.301674,-18.1460307,100,4850
342.178284,-18.1458044,150,4850
342.054941,-18.145503,200,4850
341.934083,-18.1451348,249,4850
342.548304,-18.0091782,0,4900
342.424862,-18.0091007,50,4900
342.30153,-18.0089488,100,4900
342.178278,-18.0087223,150,4900
342.055074,-18.0084216,200,4900
341.934351,-18.0080547,249,4900
342.547877,-17.8720886,0,4950
342.424572,-17.8720097,50,4950
342.301378,-17.871857,100,4950
342.178262,-17.8716306,150,4950
342.055196,-17.8713305,200,4950
341.934608,-17.8709649,249,4950
342.547461,-17.7349924,0,5000
342.424293,-17.734912,50,5000
342.301235,-17.7347584,100,5000
342.178255,-17.7345318,150,5000
342.055325,-17.7342323,200,5000
341.93487,-17.7338679,249,5000
342.547047,-17.5978886,0,5050
342.424014,-17.5978066,50,5050
342.301091,-17.5976521,100,5050
342.178247,-17.5974253,150,5050
342.055451,-17.5971262,200,5050
341.93513,-17.596763,249,5050
342.546628,-17.4607838,0,5100
342.423729,-17.4607003,50,5100
342.30094,-17.460545,100,5100
342.178231,-17.460318,150,5100
342.055569,-17.4600194,200,5100
341.935379,-17.4596573,249,5100
342.546216,-17.3236721,0,5150
342.423451,-17.3235874,50,5150
342.300795,-17.3234315,100,5150
342.178219,-17.3232047,150,5150
342.055691,-17.3229069,200,5150
341.935631,-17.3225463,249,5150
342.54581,-17.186558,0,5200
342.423177,-17.1864717,50,5200
342.300654,-17.186315,100,5200
342.178209,-17.186088,150,5200
342.055813,-17.1857908,200,5200
341.935883,-17.1854313,249,5200
342.54541,-17.0494273,0,5250
342.422908,-17.0493399,50,5250
342.300516,-17.0491827,100,5250
342.178202,-17.0489559,150,5250
342.055937,-17.0486595,200,5250
341.936136,-17.0483016,249,5250
342.545008,-16.9122985,0,5300
342.422637,-16.9122097,50,5300
342.300374,-16.9120519,100,5300
342.178191,-16.9118251,150,5300
342.056057,-16.9115294,200,5300
341.936382,-16.9111728,249,5300
342.544612,-16.7751705,0,5350
342.42237,-16.7750802,50,5350
342.300237,-16.7749215,100,5350
342.178183,-16.7746945,150,5350
342.056178,-16.7743992,200,5350
341.93663,-16.7740437,249,5350
342.544217,-16.6380364,0,5400
342.422103,-16.6379446,50,5400
342.300098,-16.637785,100,5400
342.178172,-16.6375579,150,5400
342.056295,-16.6372631,200,5400
341.936873,-16.6369088,249,5400
342.54382,-16.5009014,0,5450
342.421833,-16.5008081,50,5450
342.299956,-16.5006477,100,5450
342.178157,-16.5004204,150,5450
342.056407,-16.5001263,200,5450
341.937109,-16.499773,249,5450
342.543427,-16.3637617,0,5500
342.421567,-16.3636669,50,5500
342.299815,-16.3635056,100,5500
342.178143,-16.3632781,150,5500
342.056518,-16.3629844,200,5500
341.937345,-16.3626323,249,5500
342.543032,-16.226611,0,5550
342.421297,-16.226515,50,5550
342.299671,-16.2263533,100,5550
342.178123,-16.2261261,150,5550
342.056624,-16.2258332,200,5550
341.937573,-16.2254826,249,5550
342.542635,-16.0894624,0,5600
342.421024,-16.0893649,50,5600
342.299522,-16.0892024,100,5600
342.178099,-16.0889749,150,5600
342.056724,-16.0886826,200,5600
341.937795,-16.0883331,249,5600
342.542237,-15.9523208,0,5650
342.420749,-15.9522218,50,5650
342.29937,-15.9520584,100,5650
342.17807,-15.9518307,150,5650
342.056818,-15.9515389,200,5650
341.93801,-15.9511905,249,5650
342.541846,-15.8151596,0,5700
342.42048,-15.8150592,50,5700
342.299224,-15.8148951,100,5700
342.178046,-15.8146674,150,5700
342.056916,-15.8143761,200,5700
341.938228,-15.8140289,249,5700
342.541459,-15.6779961,0,5750
342.420215,-15.6778942,50,5750
342.29908,-15.6777293,100,5750
342.178023,-15.6775014,150,5750
342.057015,-15.6772107,200,5750
341.938445,-15.6768646,249,5750
342.541073,-15.5408294,0,5800
342.419949,-15.5407261,50,5800
342.298934,-15.5405604,100,5800
342.177998,-15.5403325,150,5800
342.05711,-15.5400423,200,5800
341.938658,-15.5396974,249,5800
342.54069,-15.403652,0,5850
342.419686,-15.4035473,50,5850
342.29879,-15.4033808,100,5850
342.177973,-15.4031527,150,5850
342.057205,-15.402863,200,5850
341.93887,-15.4025194,249,5850
342.540311,-15.2664784,0,5900
342.419425,-15.2663721,50,5900
342.298648,-15.2662047,100,5900
342.177949,-15.2659764,150,5900
342.057299,-15.2656871,200,5900
341.93908,-15.2653445,249,5900
342.539937,-15.1292972,0,5950
342.419169,-15.1291895,50,5950
342.298509,-15.1290213,100,5950
342.177927,-15.1287928,150,5950
342.057394,-15.1285041,200,5950
341.939291,-15.1281626,249,5950
342.539568,-14.9921077,0,6000
342.418916,-14.9919986,50,6000
342.298373,-14.9918297,100,6000
342.177907,-14.9916011,150,6000
342.057491,-14.9913129,200,6000
341.939501,-14.9909726,249,6000
342.539198,-14.8549171,0,6050
342.418661,-14.8548064,50,6050
342.298233,-14.8546366,100,6050
342.177884,-14.8544078,150,6050
